#Bin     	state   	CS(bin)
chr3_1842	Active  	1.16244
chr4_2626	Active  	0.976772
chr2_1186	Heterochromatin	2.07393
chr5_3244	not-assigned	0.91246
chr1_131 	Active  	1.12795
chr3_1843	Active  	1.11729
chr2_1187	Active  	0.832988
chr4_2627	not-assigned	1.0355
chr5_3245	Active  	1.13498
chr1_132 	Active  	1.12912
chr3_1844	Active  	1.14283
chr4_2628	Active  	0.942066
chr5_3246	Active  	1.13057
chr2_1188	Heterochromatin	1.97342
chr3_1845	Active  	1.151
chr1_133 	Active  	1.15493
chr4_2629	Heterochromatin	0.946677
chr5_3247	Active  	1.13978
chr2_1189	Heterochromatin	1.95659
chr3_1846	Active  	1.13875
chr1_134 	Active  	1.12042
chr4_2630	Active  	1.00664
chr2_1190	Heterochromatin	2.11295
chr5_3248	Active  	1.14385
chr3_1847	Active  	1.08956
chr1_135 	Active  	1.1264
chr5_3249	Active  	1.15731
chr2_1191	Heterochromatin	1.92873
chr4_2631	Active  	0.959388
chr3_1848	Active  	1.0167
chr1_136 	Active  	1.135
chr5_3250	Active  	1.14714
chr2_1192	Heterochromatin	1.93179
chr4_2632	Heterochromatin	1.23299
chr3_1849	Active  	1.13771
chr1_137 	not-assigned	0.92073
chr5_3251	Active  	1.1443
chr2_1193	Heterochromatin	2.03114
chr3_1850	Active  	1.14667
chr4_2633	Active  	1.02423
chr1_138 	Active  	1.1394
chr5_3252	Active  	1.15536
chr2_1194	Heterochromatin	1.60738
chr4_2634	Active  	1.00477
chr3_1851	Active  	1.11609
chr1_139 	Active  	1.14217
chr2_1195	Active  	0.885501
chr5_3253	Active  	1.123
chr4_2635	Active  	0.997964
chr3_1852	Active  	1.09614
chr2_1196	Heterochromatin	1.90386
chr1_140 	Active  	1.13837
chr5_3254	Active  	1.12778
chr4_2636	Heterochromatin	1.07193
chr3_1853	Active  	1.12023
chr2_1197	Heterochromatin	1.72243
chr4_2637	Heterochromatin	1.08579
chr5_3255	Active  	1.12066
chr1_141 	Active  	1.1415
chr3_1854	Active  	1.14546
chr2_1198	Heterochromatin	1.5507
chr4_2638	Heterochromatin	1.16927
chr5_3256	Active  	1.12405
chr1_142 	not-assigned	0.871408
chr3_1855	Active  	1.14087
chr2_1199	not-assigned	0.958794
chr4_2639	Heterochromatin	0.937165
chr5_3257	Active  	1.1204
chr3_1856	Active  	1.07243
chr1_143 	Active  	1.12047
chr5_3258	Active  	1.1222
chr2_1200	Heterochromatin	1.74333
chr4_2640	Heterochromatin	1.05595
chr3_1857	Polycomb_like	1.27855
chr1_144 	Active  	1.13319
chr5_3259	Active  	1.09887
chr2_1201	Heterochromatin	1.00906
chr4_2641	Active  	1.02842
chr3_1858	Polycomb_like	1.24172
chr1_145 	Active  	1.15989
chr5_3260	Active  	1.09371
chr2_1202	Heterochromatin	1.1515
chr4_2642	Heterochromatin	0.89796
chr3_1859	Active  	1.111
chr1_146 	Active  	1.13724
chr5_3261	Polycomb_like	1.06453
chr2_1203	Active  	0.998062
chr4_2643	Heterochromatin	1.0344
chr3_1860	Active  	1.11949
chr1_147 	Active  	1.12125
chr2_1204	not-assigned	1.03974
chr5_3262	Active  	1.08326
chr4_2644	Active  	1.06942
chr3_1861	Active  	1.12159
chr1_148 	Active  	1.13996
chr2_1205	Heterochromatin	1.10031
chr4_2645	Active  	1.06456
chr5_3263	Active  	1.10678
chr3_1862	Active  	1.14572
chr1_149 	Active  	1.1328
chr2_1206	not-assigned	1.07844
chr4_2646	Active  	1.08537
chr5_3264	Active  	1.0758
chr3_1863	not-assigned	0.901634
chr1_150 	Active  	1.12967
chr2_1207	Heterochromatin	1.03311
chr4_2647	Active  	1.04291
chr5_3265	Active  	1.05327
chr3_1864	Active  	1.13687
chr2_1208	Heterochromatin	1.15096
chr4_2648	Active  	1.05645
chr1_151 	not-assigned	0.860711
chr5_3266	Active  	1.09643
chr3_1865	Active  	1.14381
chr2_1209	Heterochromatin	1.08596
chr4_2649	Active  	0.986463
chr5_3267	Active  	1.11965
chr1_152 	not-assigned	0.861385
chr3_1866	Active  	1.1448
chr4_2650	not-assigned	1.0443
chr2_1210	Active  	1.01314
chr5_3268	Active  	1.06674
chr1_153 	Active  	1.11099
chr3_1867	Active  	1.12164
chr5_3269	not-assigned	0.995446
chr2_1211	Heterochromatin	0.897774
chr4_2651	not-assigned	0.989478
chr3_1868	Active  	1.1147
chr1_154 	Undetermined	0.872414
chr5_3270	Active  	1.10173
chr2_1212	Undetermined	1.02928
chr4_2652	Heterochromatin	0.853433
chr3_1869	Active  	1.10702
chr1_155 	Active  	1.08584
chr5_3271	Active  	1.12805
chr2_1213	Active  	1.00507
chr4_2653	Active  	1.01454
chr3_1870	not-assigned	0.934215
chr1_156 	Active  	1.09356
chr5_3272	Polycomb_like	0.800938
chr2_1214	Heterochromatin	0.944571
chr4_2654	Active  	1.03994
chr3_1871	Active  	1.12851
chr1_157 	Active  	1.1244
chr4_2655	Active  	1.0474
chr2_1215	not-assigned	1.08941
chr5_3273	Active  	1.13512
chr3_1872	not-assigned	0.88259
chr1_158 	Active  	1.13985
chr2_1216	Active  	1.01853
chr4_2656	Heterochromatin	0.758043
chr5_3274	Active  	1.14076
chr3_1873	Active  	1.15039
chr1_159 	Active  	1.13084
chr2_1217	Heterochromatin	1.22244
chr4_2657	Active  	1.04767
chr5_3275	Active  	1.13385
chr3_1874	Active  	1.14134
chr1_160 	Active  	1.12201
chr4_2658	Active  	1.04724
chr2_1218	Heterochromatin	1.17125
chr5_3276	Active  	1.10754
chr3_1875	Active  	1.16363
chr1_161 	Active  	1.12164
chr4_2659	Active  	1.02521
chr5_3277	Active  	1.13536
chr2_1219	Heterochromatin	1.31886
chr3_1876	Active  	1.17081
chr1_162 	Active  	1.14203
chr4_2660	Polycomb_like	1.30471
chr5_3278	Active  	1.14154
chr2_1220	not-assigned	1.08659
chr3_1877	Active  	1.16643
chr1_163 	Active  	1.14892
chr4_2661	not-assigned	1.06755
chr5_3279	Active  	1.13718
chr2_1221	Active  	0.993256
chr3_1878	Active  	1.15863
chr1_164 	Active  	1.1427
chr4_2662	not-assigned	1.05119
chr5_3280	Active  	1.12908
chr2_1222	Heterochromatin	0.951202
chr3_1879	Active  	1.15298
chr1_165 	Active  	1.1426
chr4_2663	Active  	1.09827
chr2_1223	Heterochromatin	0.942019
chr5_3281	Active  	1.13579
chr3_1880	Active  	1.14945
chr1_166 	Active  	1.14736
chr4_2664	Active  	1.11472
chr2_1224	Polycomb_like	1.38425
chr5_3282	Active  	1.1163
chr3_1881	Active  	1.13936
chr4_2665	Active  	1.0325
chr2_1225	Active  	1.02641
chr1_167 	Active  	1.1441
chr5_3283	Active  	1.09433
chr3_1882	Active  	1.1479
chr4_2666	Active  	0.997646
chr2_1226	Heterochromatin	0.832237
chr1_168 	Active  	1.15823
chr5_3284	Polycomb_like	1.00711
chr3_1883	Active  	1.15256
chr4_2667	Polycomb_like	1.22303
chr2_1227	Active  	1.0456
chr1_169 	Active  	1.14398
chr5_3285	Active  	1.1058
chr3_1884	Active  	1.1244
chr4_2668	Active  	1.04681
chr2_1228	Active  	1.03231
chr1_170 	Active  	1.14626
chr5_3286	Active  	1.13447
chr3_1885	Active  	1.11254
chr4_2669	Active  	1.01377
chr2_1229	Heterochromatin	1.18549
chr5_3287	Active  	1.11816
chr1_171 	Active  	1.15709
chr3_1886	Active  	1.10874
chr4_2670	Active  	0.985168
chr2_1230	Heterochromatin	1.12513
chr5_3288	Active  	1.11326
chr3_1887	Active  	1.14096
chr1_172 	Active  	1.14662
chr4_2671	Active  	1.00453
chr2_1231	Heterochromatin	0.922404
chr3_1888	Active  	1.14392
chr5_3289	Active  	1.14217
chr1_173 	Active  	1.15666
chr4_2672	Active  	1.03139
chr2_1232	Heterochromatin	0.829586
chr3_1889	Active  	1.14691
chr5_3290	Active  	1.13224
chr1_174 	Active  	1.14885
chr4_2673	Active  	1.00109
chr2_1233	Active  	1.00239
chr3_1890	Active  	1.14279
chr5_3291	Active  	1.14763
chr1_175 	Active  	1.1578
chr2_1234	Heterochromatin	1.29195
chr4_2674	Active  	1.07181
chr3_1891	Active  	1.09093
chr5_3292	Active  	1.13021
chr1_176 	Active  	1.14617
chr4_2675	Active  	1.06647
chr2_1235	Heterochromatin	1.02176
chr3_1892	Active  	1.1232
chr5_3293	Active  	1.11663
chr1_177 	Active  	1.1351
chr4_2676	Active  	0.955984
chr2_1236	Active  	1.04882
chr3_1893	Active  	1.12025
chr5_3294	Active  	1.08964
chr1_178 	Active  	1.13359
chr4_2677	Active  	1.06282
chr2_1237	Polycomb_like	1.45855
chr3_1894	Active  	1.13879
chr5_3295	Active  	1.11139
chr1_179 	Polycomb_like	0.813692
chr4_2678	Polycomb_like	1.20027
chr2_1238	Heterochromatin	0.775101
chr5_3296	Active  	1.13816
chr3_1895	Active  	1.14165
chr1_180 	Active  	1.15964
chr4_2679	Active  	1.0697
chr2_1239	Heterochromatin	0.74634
chr3_1896	Active  	1.14577
chr5_3297	Active  	1.14538
chr4_2680	Active  	1.06695
chr2_1240	Active  	1.01354
chr1_181 	Active  	1.15917
chr5_3298	Active  	1.15408
chr3_1897	Active  	1.15048
chr4_2681	Polycomb_like	1.06561
chr2_1241	Active  	1.04355
chr1_182 	Active  	1.15602
chr5_3299	Active  	1.15628
chr3_1898	Active  	1.14003
chr4_2682	Active  	1.10331
chr2_1242	Active  	1.04527
chr1_183 	Active  	1.14423
chr5_3300	Active  	1.16929
chr3_1899	Undetermined	0.959748
chr4_2683	Polycomb_like	1.118
chr2_1243	Active  	0.998384
chr1_184 	Active  	1.1219
chr5_3301	Active  	1.15943
chr3_1900	Active  	1.15078
chr4_2684	Active  	1.04403
chr2_1244	Active  	1.03881
chr1_185 	Active  	1.11656
chr5_3302	Active  	1.13585
chr3_1901	Active  	1.16041
chr4_2685	Active  	1.03771
chr2_1245	Active  	1.06043
chr1_186 	Active  	1.10349
chr5_3303	Active  	1.11468
chr3_1902	Active  	1.14412
chr4_2686	Active  	1.05727
chr2_1246	Heterochromatin	0.751679
chr1_187 	Active  	1.11818
chr3_1903	Active  	1.14409
chr5_3304	Active  	1.09807
chr4_2687	Polycomb_like	1.11389
chr2_1247	Active  	0.963179
chr1_188 	Active  	1.11479
chr3_1904	Active  	1.12947
chr5_3305	Undetermined	0.994296
chr4_2688	Active  	1.01951
chr2_1248	Heterochromatin	1.04006
chr1_189 	Active  	1.1202
chr3_1905	Active  	1.09669
chr5_3306	Active  	1.14614
chr4_2689	Active  	1.03549
chr2_1249	Polycomb_like	1.23157
chr1_190 	Active  	1.14083
chr3_1906	Active  	1.08594
chr5_3307	Active  	1.14049
chr4_2690	not-assigned	1.00165
chr2_1250	not-assigned	1.1187
chr3_1907	Active  	1.12397
chr1_191 	Active  	1.11971
chr5_3308	Active  	1.11224
chr4_2691	Active  	1.10074
chr2_1251	Active  	1.0814
chr3_1908	Active  	1.12452
chr5_3309	Active  	1.12443
chr1_192 	Active  	1.14209
chr4_2692	not-assigned	1.01199
chr2_1252	Active  	1.06334
chr3_1909	Active  	1.05733
chr5_3310	Active  	1.13448
chr1_193 	Polycomb_like	1.01997
chr4_2693	Active  	1.1034
chr2_1253	Active  	1.06573
chr3_1910	Active  	1.05538
chr5_3311	Active  	1.11335
chr1_194 	Active  	1.10858
chr4_2694	not-assigned	1.00161
chr2_1254	Active  	0.968246
chr3_1911	Polycomb_like	1.02398
chr5_3312	Active  	1.12896
chr4_2695	Active  	1.06939
chr1_195 	Active  	1.13935
chr2_1255	Active  	1.0759
chr3_1912	Active  	1.08683
chr5_3313	Active  	1.12928
chr4_2696	Active  	1.05785
chr1_196 	Active  	1.11538
chr2_1256	Active  	1.08138
chr3_1913	Active  	1.08032
chr4_2697	Active  	1.11605
chr5_3314	Active  	1.16177
chr1_197 	Active  	1.12316
chr2_1257	Polycomb_like	1.14542
chr3_1914	Active  	1.09734
chr4_2698	Active  	1.08545
chr5_3315	Active  	1.15785
chr1_198 	Active  	1.13845
chr2_1258	Active  	1.05755
chr3_1915	Polycomb_like	1.07869
chr4_2699	Undetermined	0.777716
chr5_3316	Active  	1.14541
chr1_199 	Active  	1.13422
chr2_1259	Active  	1.0368
chr3_1916	Active  	1.04336
chr4_2700	Active  	1.02294
chr5_3317	Active  	1.11984
chr2_1260	Polycomb_like	1.41442
chr1_200 	Active  	1.11894
chr3_1917	Polycomb_like	1.08469
chr5_3318	Active  	1.07363
chr4_2701	Polycomb_like	1.3138
chr2_1261	Active  	0.993694
chr1_201 	Active  	1.11814
chr3_1918	Active  	1.10798
chr5_3319	Polycomb_like	1.12051
chr4_2702	Active  	1.11192
chr2_1262	Polycomb_like	1.48711
chr1_202 	Active  	1.12189
chr3_1919	Active  	1.09536
chr5_3320	Active  	1.09926
chr4_2703	Active  	1.12789
chr2_1263	Active  	1.0212
chr3_1920	Active  	1.10197
chr1_203 	Active  	1.12627
chr5_3321	Active  	1.04558
chr4_2704	Active  	1.11206
chr2_1264	Active  	1.10235
chr3_1921	Active  	1.09972
chr1_204 	Active  	1.12134
chr4_2705	Active  	1.03499
chr5_3322	Active  	1.03212
chr2_1265	Active  	1.11766
chr3_1922	Polycomb_like	1.01507
chr1_205 	Active  	1.11189
chr4_2706	Polycomb_like	1.23245
chr5_3323	Polycomb_like	1.20822
chr2_1266	Active  	1.12316
chr3_1923	Active  	1.0667
chr1_206 	Active  	1.12728
chr4_2707	Active  	1.09166
chr5_3324	Active  	1.04466
chr2_1267	Active  	1.13012
chr3_1924	Active  	1.04851
chr4_2708	Active  	1.0523
chr1_207 	Active  	1.13587
chr5_3325	Active  	1.10289
chr2_1268	Active  	1.12658
chr3_1925	Active  	1.08982
chr4_2709	Active  	1.04336
chr1_208 	Active  	1.13584
chr5_3326	Undetermined	1.14321
chr2_1269	Active  	1.11811
chr3_1926	Active  	1.09629
chr4_2710	Heterochromatin	0.990291
chr1_209 	Active  	1.13186
chr5_3327	Active  	1.07686
chr2_1270	Active  	1.07
chr3_1927	not-assigned	0.971296
chr4_2711	Polycomb_like	1.43742
chr5_3328	Active  	1.08402
chr1_210 	Active  	1.14075
chr2_1271	Active  	1.10309
chr3_1928	Polycomb_like	1.2545
chr5_3329	Active  	1.06952
chr4_2712	Active  	0.989998
chr1_211 	Active  	1.15452
chr2_1272	Active  	1.0833
chr3_1929	Polycomb_like	1.6438
chr5_3330	Polycomb_like	1.33206
chr4_2713	Active  	1.04313
chr1_212 	Active  	1.14362
chr2_1273	Active  	1.08736
chr3_1930	Polycomb_like	1.76374
chr5_3331	Active  	1.00662
chr4_2714	Active  	0.989568
chr2_1274	Active  	1.01475
chr1_213 	Active  	1.14105
chr3_1931	Polycomb_like	1.20443
chr5_3332	Active  	1.08658
chr4_2715	Polycomb_like	1.1219
chr2_1275	not-assigned	0.941941
chr1_214 	Active  	1.1504
chr3_1932	Active  	1.09719
chr5_3333	Active  	1.085
chr4_2716	Active  	1.0394
chr2_1276	Active  	1.07695
chr1_215 	Active  	1.13369
chr5_3334	Polycomb_like	1.03982
chr3_1933	Active  	1.07677
chr4_2717	Polycomb_like	1.3468
chr2_1277	Polycomb_like	1.15459
chr1_216 	Active  	1.10425
chr3_1934	Active  	1.0383
chr5_3335	Active  	1.12044
chr4_2718	Active  	1.03893
chr2_1278	Polycomb_like	1.07255
chr1_217 	Active  	1.10111
chr5_3336	Active  	1.11095
chr4_2719	Active  	1.05354
chr3_1935	Active  	1.08652
chr2_1279	Active  	1.11218
chr5_3337	Active  	1.12482
chr4_2720	Active  	1.08466
chr3_1936	Active  	1.08293
chr1_218 	Active  	1.11845
chr2_1280	Active  	1.08933
chr5_3338	Active  	1.12821
chr3_1937	Active  	1.10373
chr4_2721	Active  	1.11005
chr1_219 	Active  	1.09812
chr2_1281	Active  	1.05592
chr5_3339	Active  	1.12247
chr3_1938	Active  	1.09337
chr4_2722	Active  	1.10528
chr1_220 	Active  	1.1309
chr2_1282	Polycomb_like	1.27856
chr5_3340	Active  	1.11742
chr3_1939	Polycomb_like	1.01425
chr4_2723	Active  	1.09085
chr1_221 	Active  	1.10087
chr2_1283	Active  	1.01334
chr5_3341	Active  	1.10824
chr3_1940	Undetermined	1.08658
chr4_2724	Active  	1.08332
chr1_222 	Active  	1.13899
chr2_1284	Active  	1.0578
chr5_3342	Active  	1.11535
chr4_2725	Active  	1.049
chr3_1941	Active  	1.08392
chr2_1285	Active  	1.12377
chr1_223 	Active  	1.10949
chr4_2726	Active  	1.09333
chr5_3343	Polycomb_like	1.08151
chr3_1942	Active  	1.09642
chr2_1286	Active  	1.11571
chr1_224 	Active  	1.11688
chr4_2727	Active  	1.11009
chr5_3344	Active  	1.08142
chr3_1943	Active  	1.12233
chr2_1287	Active  	1.09083
chr1_225 	Active  	1.1147
chr4_2728	Active  	1.08251
chr5_3345	Active  	1.06613
chr3_1944	Active  	1.12574
chr2_1288	Active  	1.09563
chr1_226 	Active  	1.14421
chr4_2729	Active  	1.07568
chr5_3346	Polycomb_like	1.15698
chr3_1945	Active  	1.08266
chr2_1289	Active  	1.03874
chr1_227 	Active  	1.13802
chr4_2730	Active  	1.08352
chr5_3347	Active  	1.04881
chr3_1946	Polycomb_like	1.21462
chr2_1290	not-assigned	1.14861
chr1_228 	Polycomb_like	0.837531
chr5_3348	Polycomb_like	1.1804
chr4_2731	Active  	1.05477
chr3_1947	Undetermined	0.978967
chr2_1291	Active  	0.972102
chr1_229 	Active  	1.13979
chr5_3349	Active  	1.06895
chr4_2732	Active  	1.08386
chr3_1948	Active  	1.05892
chr2_1292	Active  	1.01182
chr5_3350	Active  	1.09401
chr1_230 	Active  	1.14151
chr3_1949	not-assigned	1.05879
chr4_2733	Active  	1.11007
chr2_1293	Active  	1.0301
chr5_3351	Active  	1.08364
chr1_231 	Active  	1.15355
chr3_1950	Active  	1.01144
chr4_2734	Active  	1.09587
chr2_1294	Active  	1.05471
chr5_3352	Active  	1.12375
chr1_232 	Active  	1.12079
chr3_1951	Active  	1.04263
chr4_2735	Active  	1.08939
chr2_1295	Active  	1.0329
chr5_3353	not-assigned	0.933927
chr4_2736	Active  	1.08166
chr3_1952	Active  	1.05678
chr1_233 	Active  	1.12056
chr2_1296	Active  	1.07121
chr5_3354	Active  	1.09727
chr4_2737	Active  	1.11123
chr3_1953	Undetermined	1.07472
chr1_234 	Active  	1.13821
chr2_1297	Active  	1.10923
chr5_3355	Active  	1.10504
chr4_2738	Active  	1.12734
chr3_1954	Active  	1.09536
chr1_235 	not-assigned	0.811584
chr2_1298	Active  	1.12955
chr5_3356	Undetermined	1.05855
chr4_2739	Active  	1.06084
chr3_1955	Active  	1.06378
chr1_236 	Active  	1.14354
chr2_1299	Active  	1.10647
chr5_3357	Polycomb_like	1.21924
chr4_2740	Active  	0.951064
chr3_1956	not-assigned	1.12837
chr1_237 	Active  	1.1236
chr2_1300	Active  	1.08907
chr5_3358	Active  	1.05861
chr4_2741	Active  	1.00864
chr3_1957	Active  	1.08384
chr1_238 	Active  	1.14477
chr5_3359	Active  	1.04467
chr2_1301	Active  	1.03434
chr4_2742	Active  	1.04336
chr3_1958	Active  	1.11888
chr5_3360	Active  	1.0552
chr1_239 	Active  	1.09515
chr2_1302	Active  	1.06306
chr4_2743	Undetermined	1.04647
chr3_1959	Active  	1.10717
chr1_240 	Active  	1.09104
chr5_3361	Active  	1.08854
chr2_1303	Active  	1.07854
chr4_2744	Polycomb_like	1.46215
chr3_1960	Active  	1.11917
chr5_3362	Active  	1.08787
chr1_241 	Active  	1.11501
chr2_1304	Active  	1.08285
chr4_2745	Polycomb_like	1.68355
chr3_1961	Active  	1.12296
chr5_3363	not-assigned	1.08588
chr2_1305	Active  	1.12074
chr1_242 	Active  	1.09952
chr4_2746	Polycomb_like	1.81561
chr3_1962	Active  	1.06215
chr5_3364	Active  	1.07187
chr2_1306	Active  	1.11759
chr1_243 	Active  	1.10612
chr4_2747	Polycomb_like	1.50052
chr3_1963	Active  	1.06063
chr5_3365	Active  	1.08433
chr2_1307	Active  	1.11469
chr4_2748	Active  	1.09151
chr1_244 	not-assigned	0.900762
chr3_1964	not-assigned	1.17728
chr5_3366	Active  	1.06256
chr2_1308	Active  	1.0998
chr4_2749	Active  	1.10173
chr1_245 	not-assigned	0.936873
chr3_1965	Polycomb_like	1.59357
chr2_1309	Active  	1.09365
chr5_3367	Active  	1.00911
chr4_2750	Active  	1.0149
chr1_246 	Active  	1.11001
chr3_1966	Active  	0.974368
chr2_1310	Active  	1.11532
chr5_3368	Polycomb_like	1.65532
chr4_2751	Polycomb_like	1.51482
chr1_247 	Active  	1.06488
chr3_1967	Active  	0.997519
chr5_3369	Active  	1.01651
chr2_1311	Active  	1.07611
chr4_2752	Polycomb_like	1.46112
chr1_248 	Active  	1.1082
chr3_1968	not-assigned	0.977605
chr5_3370	Active  	1.08948
chr2_1312	Active  	1.12704
chr4_2753	Active  	1.05836
chr1_249 	Active  	1.10979
chr3_1969	Active  	1.09087
chr5_3371	Active  	1.04288
chr2_1313	Active  	1.1304
chr4_2754	Active  	1.03556
chr1_250 	Polycomb_like	0.852504
chr3_1970	Active  	1.08623
chr5_3372	Active  	1.06351
chr2_1314	Active  	1.14567
chr4_2755	Active  	1.01935
chr3_1971	Polycomb_like	1.18728
chr1_251 	not-assigned	0.902531
chr2_1315	Active  	1.13134
chr5_3373	Active  	1.05839
chr4_2756	Polycomb_like	1.44554
chr3_1972	not-assigned	1.12418
chr1_252 	Active  	1.1411
chr2_1316	Active  	1.11614
chr5_3374	Polycomb_like	1.51863
chr4_2757	Active  	1.03585
chr3_1973	Active  	1.06315
chr1_253 	Active  	1.1443
chr2_1317	Active  	1.15207
chr5_3375	Active  	1.01221
chr4_2758	Active  	1.12049
chr3_1974	Active  	1.09721
chr1_254 	Active  	1.123
chr5_3376	Polycomb_like	1.59954
chr2_1318	Active  	1.15279
chr4_2759	Active  	1.08343
chr3_1975	Active  	1.08072
chr2_1319	Active  	1.14901
chr5_3377	Polycomb_like	1.59125
chr1_255 	Active  	1.0924
chr4_2760	Active  	1.06454
chr3_1976	Active  	1.08047
chr5_3378	Polycomb_like	1.47752
chr2_1320	Active  	1.09629
chr1_256 	Active  	1.06511
chr4_2761	Undetermined	1.00022
chr3_1977	Active  	1.05372
chr5_3379	Active  	1.03529
chr2_1321	Active  	1.05748
chr1_257 	Active  	1.01295
chr4_2762	Active  	1.14252
chr3_1978	Active  	1.04535
chr5_3380	Active  	0.952431
chr2_1322	Active  	1.09713
chr1_258 	Active  	1.02474
chr4_2763	Active  	1.13484
chr3_1979	Active  	1.04931
chr5_3381	Active  	0.923115
chr2_1323	Active  	1.10417
chr1_259 	Active  	1.05112
chr4_2764	Active  	1.12013
chr3_1980	Undetermined	0.992794
chr5_3382	Active  	1.02521
chr2_1324	not-assigned	1.05605
chr4_2765	Active  	1.10917
chr1_260 	Active  	1.0566
chr3_1981	Active  	1.10122
chr5_3383	Active  	1.06425
chr2_1325	Polycomb_like	1.24504
chr4_2766	Active  	1.11426
chr1_261 	Active  	1.07868
chr3_1982	Active  	1.06999
chr5_3384	Active  	1.0277
chr2_1326	Polycomb_like	1.19819
chr4_2767	not-assigned	0.86871
chr1_262 	Active  	1.10285
chr3_1983	Active  	1.08634
chr2_1327	Polycomb_like	1.04376
chr5_3385	Active  	0.950987
chr4_2768	Active  	1.11761
chr3_1984	not-assigned	1.04875
chr1_263 	Active  	1.12099
chr2_1328	not-assigned	0.968355
chr5_3386	Active  	0.990635
chr4_2769	Active  	1.11139
chr3_1985	Active  	1.06784
chr1_264 	Active  	1.108
chr5_3387	Active  	1.05118
chr2_1329	Active  	1.0867
chr4_2770	Active  	1.11615
chr3_1986	Polycomb_like	1.16859
chr1_265 	Active  	1.11668
chr5_3388	Active  	1.10212
chr2_1330	Active  	1.09798
chr4_2771	Active  	1.08159
chr3_1987	Active  	1.09709
chr5_3389	Active  	1.0835
chr1_266 	Active  	1.14703
chr2_1331	Active  	1.11544
chr4_2772	Active  	1.1082
chr3_1988	Active  	1.12769
chr5_3390	Active  	1.07163
chr1_267 	Active  	1.12403
chr2_1332	Active  	1.13102
chr4_2773	Active  	1.13498
chr3_1989	Active  	1.15656
chr5_3391	Active  	1.05744
chr1_268 	Active  	1.14442
chr2_1333	Active  	1.11398
chr4_2774	Undetermined	0.93847
chr3_1990	Polycomb_like	1.02817
chr5_3392	Active  	1.03893
chr1_269 	Active  	1.14579
chr2_1334	Active  	1.09527
chr4_2775	not-assigned	0.886334
chr3_1991	Active  	1.10433
chr5_3393	Active  	0.999103
chr4_2776	Active  	1.13384
chr1_270 	Active  	1.13502
chr2_1335	not-assigned	0.944929
chr3_1992	Heterochromatin	0.744733
chr5_3394	Active  	1.05441
chr4_2777	Active  	1.13178
chr2_1336	Active  	1.08322
chr1_271 	Active  	1.12812
chr3_1993	Active  	1.11233
chr5_3395	Active  	1.09115
chr4_2778	Active  	1.1284
chr2_1337	Undetermined	1.01418
chr1_272 	Polycomb_like	0.893364
chr3_1994	Active  	1.13141
chr5_3396	Active  	1.11206
chr4_2779	Active  	1.12025
chr2_1338	Active  	1.09544
chr1_273 	Active  	1.08526
chr3_1995	Active  	1.13114
chr5_3397	Active  	1.02605
chr4_2780	Active  	1.05575
chr2_1339	Active  	1.10388
chr1_274 	Active  	1.07262
chr3_1996	Active  	1.1366
chr5_3398	Active  	1.00587
chr4_2781	Active  	1.10972
chr2_1340	Active  	1.04698
chr1_275 	not-assigned	1.02546
chr3_1997	Active  	1.12831
chr5_3399	Active  	0.998005
chr4_2782	Polycomb_like	0.864693
chr2_1341	Active  	1.10208
chr1_276 	Active  	1.05313
chr3_1998	Active  	1.14112
chr5_3400	Active  	1.08364
chr4_2783	Polycomb_like	1.02034
chr2_1342	Active  	1.09536
chr3_1999	Active  	1.13603
chr1_277 	Active  	1.06377
chr5_3401	Active  	1.08011
chr4_2784	Active  	1.09781
chr2_1343	Active  	1.07737
chr1_278 	Polycomb_like	1.50263
chr3_2000	Polycomb_like	1.13245
chr5_3402	Active  	1.01412
chr4_2785	Active  	1.11455
chr2_1344	Polycomb_like	1.20158
chr1_279 	Polycomb_like	1.44617
chr3_2001	not-assigned	1.02255
chr5_3403	Active  	0.977333
chr4_2786	Active  	1.09778
chr2_1345	Active  	1.10858
chr1_280 	Active  	1.05338
chr3_2002	Active  	1.10409
chr5_3404	not-assigned	1.14086
chr4_2787	Active  	1.11163
chr2_1346	Active  	1.1192
chr3_2003	Active  	1.12166
chr1_281 	Active  	1.03812
chr5_3405	not-assigned	1.10274
chr4_2788	Active  	1.10848
chr2_1347	Active  	1.09528
chr3_2004	Active  	1.10993
chr5_3406	Active  	1.03777
chr4_2789	Active  	1.10731
chr1_282 	Active  	1.00074
chr2_1348	Active  	1.06484
chr3_2005	Active  	1.08511
chr5_3407	Active  	1.03221
chr4_2790	Active  	1.09994
chr1_283 	Polycomb_like	1.21809
chr2_1349	Active  	1.05725
chr3_2006	Active  	1.08992
chr5_3408	Active  	1.04005
chr4_2791	Polycomb_like	1.08781
chr1_284 	Active  	1.09709
chr2_1350	Active  	1.07943
chr3_2007	Active  	1.13807
chr5_3409	Heterochromatin	1.20267
chr4_2792	Active  	1.09092
chr1_285 	Active  	1.08005
chr2_1351	Undetermined	1.02074
chr3_2008	Active  	1.08201
chr5_3410	Heterochromatin	1.26996
chr4_2793	Active  	1.06369
chr1_286 	Active  	1.08305
chr2_1352	Active  	1.09979
chr3_2009	Active  	1.08614
chr5_3411	Heterochromatin	1.03325
chr4_2794	Active  	1.09093
chr1_287 	Active  	1.07829
chr2_1353	Active  	1.02933
chr3_2010	Active  	1.08365
chr5_3412	Heterochromatin	1.32095
chr4_2795	Active  	1.08806
chr1_288 	Active  	1.05946
